Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,-9999
703,Emil Andrae,21,PHI,D,4,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,52,13:00,6,5,0,0,,andraem01
704,Viktor Arvidsson,30,LAK,LW,4,0,2,2,1,4,0.2,0,0,0,0,1,1,0,12,0.0,51,12:44,4,1,2,2,50.0,arvidvi01
705,Zach Aston-Reese,29,DET,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,6:21,0,2,0,0,,astonza01
706,Andreas Athanasiou,29,CHI,C,11,0,4,4,-5,0,0.0,0,0,0,0,3,1,0,20,0.0,140,12:45,3,5,21,25,45.7,athanan01
707,Nicklas Bäckström,36,WSH,C,8,0,1,1,-3,2,-0.2,0,0,0,0,1,0,0,12,0.0,116,14:34,5,2,44,40,52.4,backsni02
708,Arshdeep Bains,23,VAN,F,5,0,0,0,-3,6,-0.2,0,0,0,0,0,0,0,3,0.0,65,12:57,1,5,0,2,0.0,bainsar01
709,Matt Benning,29,SJS,D,14,0,2,2,-5,14,0.2,0,0,0,0,2,0,0,13,0.0,259,18:29,29,19,0,0,,bennima01
710,Tobias Björnfot,22,TOT,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,,38,12:44,5,2,0,0,,bjornto01
711,Nick Blankenburg,25,CBJ,D,6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3,0.0,107,17:53,12,12,0,0,,blankni01
712,Anton Blidh,28,NYR,LW,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,1,0.0,5,5:21,0,1,0,0,,blidhan01
713,Robert Bortuzzo,34,TOT,D,15,0,0,0,-1,19,0.1,0,0,0,0,0,0,0,5,0.0,205,13:40,20,21,0,0,,borturo01
714,Shane Bowers,24,NJD,C,3,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,19,6:26,0,2,4,9,30.8,bowersh01
715,Philip Broberg,22,EDM,D,10,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,105,10:32,7,4,0,0,,brobeph01
716,T.J. Brodie,33,TOR,D,61,0,16,16,14,26,3.3,0,0,0,0,16,0,0,37,0.0,1335,21:53,134,35,0,0,,broditj01
717,Connor Brown,30,EDM,RW,52,0,5,5,-9,6,-1.0,0,0,0,0,5,0,0,84,0.0,676,13:00,19,23,16,19,45.7,brownco02
718,Patrick Brown,31,BOS,C,11,0,1,1,-3,2,-0.2,0,0,0,0,1,0,0,7,0.0,97,8:50,3,25,15,18,45.5,brownpa02
719,Jacob Bryson,26,BUF,D,17,0,4,4,1,4,0.7,0,0,0,0,4,0,0,7,0.0,263,15:29,23,8,0,0,,brysoja01
720,Callahan Burke,26,CAR,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,7:06,0,3,0,0,,burkeca01
721,Declan Carlile,23,TBL,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,11,11:27,2,1,0,0,,carlide01
722,Jake Christiansen,24,CBJ,D,3,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,48,15:56,6,3,0,0,,chrisja01
723,Filip Chytil,24,NYR,C,10,0,6,6,0,4,0.3,0,0,0,0,5,1,0,22,0.0,159,15:56,4,4,29,38,43.3,chytifi01
724,Kale Clague,25,BUF,D,2,0,1,1,0,2,0.1,0,0,0,0,1,0,0,1,0.0,20,10:12,0,0,0,0,,claguka01
725,Graeme Clarke,22,NJD,RW,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,,10,9:32,0,1,0,1,0.0,clarkgr01
726,Lucas Condotta,26,MTL,F,3,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,23,7:30,1,5,5,5,50.0,condolu01
727,Lukas Cormier,21,VEG,D,2,0,1,1,1,0,0.2,0,0,0,0,0,1,0,3,0.0,35,17:17,2,1,0,0,,cormilu01
728,Logan Couture,34,SJS,C,6,0,1,1,0,4,-0.1,0,0,0,0,1,0,0,7,0.0,113,18:45,8,8,46,50,47.9,coutulo01
729,Louis Crevier,22,CHI,D,24,0,3,3,-16,4,-0.2,0,0,0,0,3,0,0,18,0.0,376,15:41,50,30,0,0,,crevilo01
730,Maxwell Crozier,23,TBL,D,12,0,2,2,0,7,0.3,0,0,0,0,2,0,0,13,0.0,156,12:59,11,16,0,0,,crozima01
731,Austin Czarnik,31,DET,C,18,0,1,1,-3,6,-0.3,0,0,0,0,1,0,0,14,0.0,157,8:44,6,7,62,60,50.8,czarnau01
732,Kirby Dach,23,MTL,C,2,0,2,2,2,0,0.2,0,0,0,0,2,0,0,3,0.0,26,13:01,0,3,3,5,37.5,dachki01
733,Marc Del Gaizo,24,NSH,D,5,0,3,3,2,2,0.5,0,0,0,0,3,0,0,3,0.0,82,16:22,7,9,0,0,,delgama01
734,Grigori Denisenko,23,VEG,LW,6,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,5,0.0,65,10:51,2,14,0,0,,denisgr01
735,Nicolas Deslauriers,32,PHI,LW,54,0,3,3,-6,79,-0.6,0,0,0,0,3,0,0,45,0.0,450,8:20,19,172,5,8,38.5,deslani01
736,Pierrick Dube,22,WSH,F,3,0,0,0,1,2,0.0,0,0,0,0,0,0,0,3,0.0,28,9:20,3,2,0,1,0.0,dubepi01
737,Simon Edvinsson,20,DET,D,2,0,1,1,0,2,0.1,0,0,0,0,1,0,0,1,0.0,29,14:39,0,3,0,0,,edvinsi01
738,Ryker Evans,22,SEA,D,17,0,5,5,0,4,0.9,0,0,0,0,2,3,0,27,0.0,327,19:13,18,26,0,0,,evansry01
739,Trey Fix-Wolansky,24,CBJ,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,13,12:32,1,1,0,1,0.0,fixwotr01
740,Callan Foote,25,NJD,D,4,0,1,1,3,16,0.4,0,0,0,0,1,0,0,0,,59,14:46,9,3,0,0,,footeca01
741,Derek Forbort,31,BOS,D,35,0,4,4,8,17,1.4,0,0,0,0,4,0,0,22,0.0,623,17:48,65,68,0,0,,forbode01
742,Liam Foudy,23,TOT,C,13,0,3,3,-2,2,0.0,0,0,0,0,3,0,0,7,0.0,130,9:59,4,8,0,0,,foudyli01
743,Mark Friedman,28,VAN,D,21,0,1,1,4,21,0.5,0,0,0,0,1,0,0,16,0.0,259,12:19,31,30,0,0,,friedma01
744,Byron Froese,32,VEG,C,15,0,1,1,-1,4,-0.2,0,0,0,0,1,0,0,16,0.0,163,10:52,8,21,58,44,56.9,froesby01
745,Rhett Gardner,27,PHI,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,7:28,1,1,2,0,100.0,gardnrh01
746,Adam Gaudette,27,STL,C,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,20,9:48,1,4,0,0,,gaudead01
747,Glenn Gawdin,26,ANA,C,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,,8,7:35,1,4,2,3,40.0,gawdigl01
748,Alex Goligoski,38,MIN,D,30,0,9,9,-7,14,0.7,0,0,0,0,7,2,0,27,0.0,467,15:34,31,25,0,0,,goligal01
749,Gage Goncalves,23,TBL,C,2,0,0,0,0,6,0.0,0,0,0,0,0,0,0,0,,20,9:58,0,2,0,1,0.0,goncaga01
750,Benoit-Olivier Groulx,23,ANA,C,34,0,2,2,-6,12,-0.7,0,0,0,0,2,0,0,28,0.0,434,12:45,25,72,94,103,47.7,groulbe01
751,Max Guenette,22,OTT,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0.0,24,11:46,0,4,0,0,,guenema01
752,Daniil Gushchin,21,SJS,LW,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,3,0.0,30,14:57,5,0,0,1,0.0,gushcda01
753,Robert Hägg,28,ANA,D,5,0,0,0,-4,4,-0.2,0,0,0,0,0,0,0,6,0.0,64,12:47,10,21,0,0,,haggro01
754,Brian Halonen,25,NJD,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,10,9:47,0,0,0,1,0.0,halonbr01
755,Hardy Haman Aktell,25,WSH,D,6,0,1,1,-2,2,0.0,0,0,0,0,1,0,0,5,0.0,64,10:38,5,11,0,0,,hamanha01
756,Joel Hanley,32,DAL,D,32,0,3,3,3,23,0.7,0,0,0,0,3,0,0,12,0.0,438,13:42,32,36,0,0,,hanlejo01
757,Jansen Harkins,26,PIT,C,42,0,4,4,-4,14,-0.3,0,0,0,0,4,0,0,36,0.0,348,8:17,12,72,2,0,100.0,harkija01
758,Santeri Hatakka,23,NJD,D,7,0,2,2,7,2,0.8,0,0,0,0,2,0,0,8,0.0,114,16:19,11,9,0,0,,hataksa01
759,John Hayden,28,SEA,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,13,6:44,1,3,1,1,50.0,haydejo01
760,Emil Heineman,22,MTL,LW,4,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0,,40,9:57,1,7,0,2,0.0,heineem01
761,Matthew Highmore,27,OTT,LW,7,0,2,2,0,0,0.1,0,0,0,0,2,0,0,1,0.0,54,7:43,4,3,2,2,50.0,highmma01
762,Akito Hirose,24,VAN,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,36,12:06,5,3,0,0,,hirosak01
763,Justin Holl,32,DET,D,35,0,5,5,7,22,1.3,0,0,0,0,5,0,0,12,0.0,531,15:10,34,51,0,0,,hollju01
764,Daemon Hunt,21,MIN,D,12,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,7,0.0,138,11:30,17,8,0,0,,huntda01
765,Grant Hutton,28,NYI,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,18,8:46,1,4,0,0,,huttogr01
766,Roby Jarventie,21,OTT,LW,7,0,1,1,-5,4,-0.2,0,0,0,0,1,0,0,5,0.0,53,7:31,6,5,11,24,31.4,jarvero01
767,Jan Jeník,23,ARI,RW,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,8,8:21,1,1,0,1,0.0,jenikja01
768,Nick Jensen,33,WSH,D,58,0,8,8,-1,8,2.2,0,0,0,0,8,0,0,50,0.0,1117,19:16,92,42,0,0,,jenseni02
769,Lucas Johansen,26,WSH,D,6,0,1,1,1,4,0.3,0,0,0,0,1,0,0,4,0.0,86,14:16,7,1,0,0,,johanlu01
770,Ryan Johnson,22,BUF,D,41,0,7,7,3,12,1.5,0,0,0,0,7,0,0,35,0.0,569,13:52,39,10,0,0,,johnsry03
771,Ross Johnston,29,ANA,LW,49,0,3,3,-10,94,-0.7,0,0,0,0,3,0,0,31,0.0,385,7:51,20,88,2,0,100.0,johnsro02
772,Marc Johnstone,27,PIT,F,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,7,7:19,0,2,1,0,100.0,johnsma04
773,Caleb Jones,26,COL,D,22,0,5,5,5,8,0.9,0,0,0,0,5,0,0,18,0.0,267,12:09,25,31,0,0,,jonesca01
774,Pierre-Olivier Joseph,24,PIT,D,30,0,3,3,-6,6,0.3,0,0,0,0,3,0,0,20,0.0,412,13:44,20,30,0,0,,joseppi01
775,Wyatt Kaiser,21,CHI,D,23,0,4,4,1,20,1.2,0,0,0,0,4,0,0,10,0.0,383,16:40,29,17,0,0,,kaisewy01
776,Linus Karlsson,24,VAN,C,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0.0,41,10:09,2,3,2,7,22.2,karlsli01
777,Miloš Kelemen,24,ARI,F,10,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,5,0.0,77,7:41,3,20,1,3,25.0,kelemmi01
778,Philip Kemp,24,EDM,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,2,2:03,0,0,0,0,,kempph01
779,Matthew Kessel,23,STL,D,22,0,2,2,-4,8,0.3,0,0,0,0,2,0,0,18,0.0,383,17:25,43,17,0,0,,kessema01
780,Jujhar Khaira,29,MIN,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,8,8:05,1,1,0,2,0.0,khairju01
781,Justin Kirkland,27,ARI,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,7:14,1,5,8,4,66.7,kirklju01
782,Adam Klapka,23,CGY,F,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,25,6:08,1,13,0,1,0.0,klapkad01
783,Tyler Kleven,22,OTT,D,5,0,1,1,1,0,0.2,0,0,0,0,1,0,0,2,0.0,55,11:01,4,2,0,0,,klevety01
784,John Klingberg,31,TOR,D,14,0,5,5,-7,8,0.1,0,0,0,0,3,2,0,14,0.0,288,20:33,15,13,0,0,,klingjo01
785,Nikolai Knyzhov,25,SJS,D,10,0,1,1,-6,6,-0.1,0,0,0,0,1,0,0,6,0.0,176,17:39,17,13,0,0,,knyzhni01
786,Cole Koepke,25,TBL,LW,9,0,2,2,0,0,0.1,0,0,0,0,2,0,0,9,0.0,60,6:42,1,23,0,0,,koepkco01
787,Vladislav Kolyachonok,22,ARI,D,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,6,6:09,0,2,0,0,,kolyavl01
788,Joona Koppanen,25,PIT,LW,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0.0,31,7:49,2,3,2,8,20.0,koppajo01
789,Jiri Kulich,19,BUF,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,15,14:53,0,1,0,1,0.0,kulicji01
790,Dmitry Kulikov,33,FLA,D,59,0,16,16,10,38,3.4,0,0,0,0,14,0,2,60,0.0,978,16:35,67,108,0,0,,kulikdm01
791,Rasmus Kupari,23,WPG,C,24,0,1,1,-5,4,-0.4,0,0,0,0,1,0,0,26,0.0,215,8:58,7,16,67,78,46.2,kuparra01
792,Yan Kuznetsov,21,CGY,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,12,11:58,1,0,0,0,,kuzneya01
793,Samuel Laberge,26,NJD,W,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,3:06,0,3,0,0,,labersa01
794,William Lagesson,27,TOR,D,30,0,4,4,5,19,1.0,0,0,0,0,4,0,0,12,0.0,435,14:31,39,57,0,0,,lageswi01
795,Maxime Lajoie,26,TOR,D,7,0,1,1,1,0,0.2,0,0,0,0,0,1,0,1,0.0,89,12:43,7,12,0,0,,lajoima01
796,Raphael Lavoie,23,EDM,C,7,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,4,0.0,51,7:17,1,13,0,2,0.0,lavoira01
797,Jake Leschyshyn,24,NYR,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,6,6:28,1,0,0,0,,leschja01
798,Kole Lind,25,SEA,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:59,0,2,0,1,0.0,lindko01
799,Oskar Lindblom,27,SJS,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,12,11:56,1,1,0,0,,lindbos01
800,William Lockwood,25,FLA,RW,26,0,1,1,2,16,-0.2,0,0,0,0,1,0,0,19,0.0,213,8:12,8,54,4,4,50.0,lockwwi01
801,Milan Lucic,35,BOS,LW,4,0,2,2,-1,2,0.1,0,0,0,0,2,0,0,1,0.0,48,11:58,2,12,0,0,,lucicmi01
802,Olle Lycksell,24,PHI,RW,9,0,3,3,-1,6,0.1,0,0,0,0,3,0,0,13,0.0,88,9:47,3,1,1,3,25.0,lycksol01
803,Ilya Lyubushkin,29,TOT,D,58,0,5,5,-13,51,0.5,0,0,0,0,5,0,0,40,0.0,991,17:05,141,122,0,0,,lyubuil01
804,Mackenzie MacEachern,29,STL,LW,8,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,4,0.0,63,7:52,2,10,0,0,,maceama01
805,Connor Mackey,27,NYR,D,1,0,0,0,1,5,0.1,0,0,0,0,0,0,0,1,0.0,16,16:27,3,1,0,0,,mackeco01
806,Josh Mahura,25,FLA,D,20,0,6,6,-4,8,0.6,0,0,0,0,6,0,0,18,0.0,255,12:46,14,24,0,0,,mahurjo01
807,Emil Martinsen Lilleberg,22,TBL,D,22,0,3,3,-12,8,-0.2,0,0,0,0,3,0,0,17,0.0,349,15:51,21,65,0,0,,martiem01
808,Nikolas Matinpalo,25,OTT,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,28,7:00,2,4,0,0,,matinni01
809,Scott Mayfield,31,NYI,D,41,0,5,5,-7,35,0.4,0,0,0,0,5,0,0,36,0.0,769,18:46,106,70,0,0,,mayfisc01
810,Max McCormick,31,SEA,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:38,0,0,0,0,,mccorma01
811,Hugh McGing,25,STL,LW,5,0,0,0,-5,0,-0.2,0,0,0,0,0,0,0,4,0.0,42,8:23,3,7,1,6,14.3,mcginhu01
812,Dylan McIlrath,31,WSH,D,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,1,0.0,6,6:22,0,1,0,0,,mcilrdy01
813,Cole McWard,22,VAN,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,9,9:05,0,0,0,0,,mcwarco01
814,Jaycob Megna,31,CHI,D,26,0,1,1,-9,14,0.3,0,0,0,0,1,0,0,16,0.0,464,17:50,59,31,0,0,,megnaja02
815,Georgii Merkulov,23,BOS,F,4,0,0,0,1,0,0.0,0,0,0,0,0,0,0,3,0.0,42,10:35,4,2,6,22,21.4,merkuge01
816,Victor Mete,25,PHI,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:52,1,0,0,0,,metevi01
817,Fraser Minten,19,TOR,C,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,3,0.0,46,11:26,1,4,18,19,48.6,mintefr01
818,Daniil Miromanov,26,VEG,D,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,6,0.0,72,18:03,5,2,0,0,,miromda01
819,Ivan Miroshnichenko,19,WSH,LW,4,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,6,0.0,42,10:23,1,6,0,1,0.0,mirosiv01
820,Ian Mitchell,25,BOS,D,13,0,2,2,6,10,0.8,0,0,0,0,2,0,0,11,0.0,199,15:18,13,3,0,0,,mitchia01
821,Jacob Moverare,25,LAK,D,10,0,0,0,-1,4,0.1,0,0,0,0,0,0,0,7,0.0,150,15:02,20,6,0,0,,moverja01
822,Shakir Mukhamadullin,22,SJS,D,3,0,1,1,0,4,0.2,0,0,0,0,0,1,0,5,0.0,63,21:09,11,5,0,0,,mukhash01
823,Brett Murray,25,BUF,LW,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,16,7:58,0,5,1,0,100.0,murrabr02
824,Philippe Myers,27,TBL,D,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,6,0.0,58,11:42,6,8,0,0,,myersph01
825,Riley Nash,34,NYR,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,11,11:05,0,1,2,2,50.0,nashri02
826,Tomáš Nosek,31,NJD,C,18,0,0,0,-4,2,-0.4,0,0,0,0,0,0,0,16,0.0,169,9:22,5,19,35,35,50.0,nosekto01
827,Jordan Oesterle,31,CGY,D,22,0,2,2,-6,4,0.0,0,0,0,0,2,0,0,18,0.0,297,13:31,33,22,0,0,,oestejo01
828,Oskar Olausson,21,COL,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,12,11:50,2,2,0,0,,olausos01
829,Brennan Othmann,21,NYR,LW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,27,9:05,1,6,0,0,,othmabr01
830,Ondrej Pavel,23,COL,F,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,12,6:06,0,1,3,6,33.3,pavelon02
831,Jakob Pelletier,22,CGY,LW,8,0,2,2,3,2,0.2,0,0,0,0,2,0,0,6,0.0,69,8:38,1,6,3,2,60.0,pelleja01
832,Scott Perunovich,25,STL,D,36,0,13,13,-6,6,1.4,0,0,0,0,7,6,0,27,0.0,524,14:33,33,19,0,0,,perunsc01
833,Nic Petan,28,MIN,C,6,0,2,2,-2,2,0.0,0,0,0,0,1,1,0,11,0.0,65,10:50,1,5,2,3,40.0,petanni01
834,Jacob Peterson,24,SJS,C,6,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,3,0.0,80,13:15,5,6,15,33,31.3,peterja01
835,Alexander Petrovic,31,DAL,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,13,12:52,0,2,0,0,,petroal01
836,Isaak Phillips,22,CHI,D,33,0,6,6,-26,22,-0.3,0,0,0,0,6,0,0,31,0.0,563,17:04,36,56,0,0,,phillis01
837,Rem Pitlick,26,CHI,C,9,0,0,0,-7,2,-0.4,0,0,0,0,0,0,0,13,0.0,140,15:35,6,9,5,5,50.0,pitlire01
838,Vasily Podkolzin,22,VAN,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,22,10:58,0,1,0,0,,podkova01
839,Andrew Poturalski,30,SEA,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,14,6:53,0,0,3,0,100.0,poturan01
840,Derrick Pouliot,30,DAL,D,5,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,5,0.0,61,12:08,5,4,0,0,,poulide01
841,Adam Raška,22,MIN,RW,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,,34,6:49,1,12,0,0,,raskaad01
842,Pavol Regenda,24,ANA,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,12:15,1,1,1,0,100.0,regenpa01
843,Marshall Rifai,25,TOR,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,23,11:40,1,4,0,0,,rifaima01
844,Filip Roos,25,CHI,D,4,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,2,0.0,59,14:44,2,8,0,0,,roosfi01
845,Calle Rosén,29,STL,D,6,0,1,1,-1,2,0.1,0,0,0,0,1,0,0,5,0.0,76,12:40,7,2,0,0,,rosenca01
846,Isak Rosen,20,BUF,RW,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,8,0.0,60,8:35,2,0,1,5,16.7,rosenis01
847,Lukáš Rousek,24,BUF,RW,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,1,0.0,56,11:14,3,1,0,0,,rouselu01
848,Scott Sabourin,31,SJS,F,3,0,0,0,0,9,0.0,0,0,0,0,0,0,0,3,0.0,28,9:17,1,10,0,2,0.0,sabousc01
849,Mackie Samoskevich,21,FLA,RW,7,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,11,0.0,84,12:02,3,5,0,1,0.0,samosma01
850,Zach Sanford,29,TOT,LW,27,0,5,5,0,6,0.1,0,0,0,0,4,1,0,19,0.0,289,10:43,18,20,38,73,34.2,sanfoza01
851,Matthew Savoie,20,BUF,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,4,3:55,0,0,0,0,,savoima01
852,Cole Schwindt,22,CGY,RW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,27,6:48,1,5,6,2,75.0,schwico01
853,Brett Seney,27,CHI,LW,4,0,0,0,0,6,0.0,0,0,0,0,0,0,0,1,0.0,41,10:21,6,9,4,8,33.3,seneybr01
854,Mason Shaw,25,MIN,C,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,0,,18,8:54,1,4,2,1,66.7,shawma01
855,Ryan Shea,26,PIT,D,22,0,0,0,-2,6,0.1,0,0,0,0,0,0,0,13,0.0,274,12:28,14,16,0,0,,sheary01
856,Jiri Smejkal,27,OTT,F,9,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,3,0.0,85,9:29,5,14,1,3,25.0,smejkji01
857,Joe Snively,28,WSH,F,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,25,8:21,0,1,0,0,,snivejo01
858,Victor Söderström,22,ARI,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,13,13:20,1,1,0,0,,sodervi01
859,Ilya Solovyov,23,CGY,D,6,0,2,2,-3,4,0.0,0,0,0,0,1,0,1,5,0.0,90,14:59,9,8,0,0,,solovil01
860,Justin Sourdif,21,FLA,RW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,27,8:50,2,5,0,0,,sourdju01
861,Jordan Spence,22,LAK,D,50,0,16,16,4,4,2.7,0,0,0,0,13,3,0,59,0.0,735,14:42,41,50,0,0,,spencjo01
862,Jared Spurgeon,34,MIN,D,16,0,5,5,5,2,1.1,0,0,0,0,2,3,0,21,0.0,373,23:20,29,14,0,0,,spurgja01
863,Logan Stanley,25,WPG,D,14,0,1,1,1,19,0.3,0,0,0,0,1,0,0,17,0.0,187,13:20,21,20,0,0,,stanllo01
864,Alex Steeves,24,TOR,F,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,10,10:14,0,6,0,0,,steeval02
865,Marián Studenic,25,SEA,RW,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,16,8:07,0,4,0,0,,studema01
866,Jack Thompson,21,TBL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,11:39,0,2,0,0,,thompja01
867,Jarred Tinordi,31,CHI,D,39,0,6,6,-24,40,-0.1,0,0,0,0,5,0,1,23,0.0,612,15:41,76,126,0,0,,tinorja01
868,Trevor van Riemsdyk,32,WSH,D,48,0,8,8,-9,12,1.3,0,0,0,0,7,0,1,53,0.0,908,18:54,64,9,0,0,,vanritr01
869,Chris Wagner,32,COL,C,9,0,1,1,2,5,0.0,0,0,0,0,1,0,0,10,0.0,70,7:46,3,23,24,17,58.5,wagnech01
870,Samuel Walker,24,MIN,C,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0.0,37,9:22,1,2,0,1,0.0,walkesa01
871,Colin White,27,TOT,C,16,0,0,0,-1,2,-0.3,0,0,0,0,0,0,0,11,0.0,161,10:04,6,16,20,30,40.0,whiteco02
872,Ryan Winterton,20,SEA,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,25,8:12,1,3,0,0,,wintery01
873,Parker Wotherspoon,26,BOS,D,31,0,6,6,4,18,1.3,0,0,0,0,6,0,0,25,0.0,557,17:58,52,65,0,0,,wothepa01
874,Shane Wright,20,SEA,C,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,29,9:48,3,1,8,3,72.7,wrighsh01
875,Olen Zellweger,20,ANA,D,7,0,2,2,3,0,0.5,0,0,0,0,1,1,0,8,0.0,120,17:06,9,5,0,0,,zellwol01
